Token,Frequency (in %)
thirty,0.003851536120989588
men,0.03723151583623269
afford,0.007703072241979176
beforehand,0.005135381494652784
Whatever,0.005135381494652784
afloat,0.001283845373663196
employed,0.011554608362968764
stock,0.003851536120989588
forth,0.00641922686831598
diligence,0.001283845373663196
indoors,0.001283845373663196
talks,0.005135381494652784
taking,0.03337997971524309
scrape,0.002567690747326392
acquainted,0.042366897330885465
objected,0.002567690747326392
follow,0.016689989857621546
fit,0.016689989857621546
misfortune,0.00641922686831598
birth,0.008986917615642373
careful,0.005135381494652784
associates,0.002567690747326392
gentleman,0.03979920658355908
station,0.003851536120989588
within,0.03723151583623269
degrading,0.003851536120989588
Yes,0.11169454750869805
force,0.007703072241979176
firmly,0.002567690747326392
permanently,0.002567690747326392
advisable,0.002567690747326392
marries,0.005135381494652784
mere,0.020541525978611135
However,0.02182537135227433
Elizabeth,0.010270762989305567
educated,0.003851536120989588
ignorant,0.011554608362968764
vulgar,0.010270762989305567
watched,0.010270762989305567
fluctuations,0.001283845373663196
speech,0.023109216725937527
alarming,0.00641922686831598
symptoms,0.008986917615642373
admirer,0.00641922686831598
trusted,0.011554608362968764
serious,0.03851536120989588
difficulty,0.03851536120989588
side,0.08858533078276053
oppose,0.00641922686831598
arrangement,0.020541525978611135
road,0.023109216725937527
respectfully,0.001283845373663196
unfeigned,0.001283845373663196
opportunity,0.023109216725937527
survey,0.001283845373663196
yards,0.00641922686831598
quick,0.028244598220590313
eye,0.03594767046256949
Robert,0.04108305195722227
contrasted,0.001283845373663196
gentlemen,0.02952844359425351
gained,0.00641922686831598
insensible,0.005135381494652784
voluntarily,0.00641922686831598
noticed,0.001283845373663196
gentleness,0.003851536120989588
admiration,0.030812288967916705
remained,0.02182537135227433
minutes,0.06804380480414939
kept,0.028244598220590313
waiting,0.020541525978611135
running,0.005135381494652784
smiling,0.03979920658355908
flutter,0.008986917615642373
compose,0.00641922686831598
happening,0.005135381494652784
chance,0.024393062099600724
towards,0.08344994928810774
forgot,0.003851536120989588
So,0.06419226868315979
happen,0.015406144483958353
Do,0.08858533078276053
undoubtedly,0.016689989857621546
compared,0.014122299110295156
entire,0.010270762989305567
expect,0.02567690747326392
clownish,0.002567690747326392
air,0.05777304181484382
imagined,0.02567690747326392
confess,0.015406144483958353
nearer,0.008986917615642373
mortified,0.010270762989305567
genteel,0.002567690747326392
repeatedly,0.005135381494652784
specimens,0.002567690747326392
bred,0.002567690747326392
seeing,0.06547611405682299
perceiving,0.003851536120989588
wondering,0.007703072241979176
Were,0.011554608362968764
awkward,0.015406144483958353
abrupt,0.003851536120989588
uncouthness,0.001283845373663196
wholly,0.014122299110295156
unmodulated,0.001283845373663196
Certainly,0.014122299110295156
compare,0.005135381494652784
hundred,0.017973835231284745
plainly,0.007703072241979176
Compare,0.002567690747326392
carrying,0.011554608362968764
speaking,0.05905688718850702
silent,0.032096134341579895
forty,0.010270762989305567
Which,0.005135381494652784
makes,0.024393062099600724
grows,0.002567690747326392
glaring,0.002567690747326392
disgusting,0.002567690747326392
loudness,0.001283845373663196
coarseness,0.001283845373663196
awkwardness,0.00641922686831598
becomes,0.00641922686831598
passable,0.002567690747326392
detestable,0.001283845373663196
later,0.00641922686831598
solemnly,0.001283845373663196
guessing,0.00641922686831598
completely,0.03337997971524309
gross,0.001283845373663196
inattentive,0.001283845373663196
appearances,0.005135381494652784
profit,0.002567690747326392
Will,0.014122299110295156
engrosses,0.001283845373663196
forgetting,0.008986917615642373
inquire,0.011554608362968764
book,0.011554608362968764
market,0.001283845373663196
thriving,0.001283845373663196
thrive,0.001283845373663196
illiterate,0.002567690747326392
disturb,0.003851536120989588
remember,0.05777304181484382
answer,0.08216610391444454
spoken,0.03851536120989588
grave,0.010270762989305567
displeasure,0.00641922686831598
held,0.011554608362968764
pattern,0.00641922686831598
openness,0.003851536120989588
quickness,0.011554608362968764
bluntness,0.001283845373663196
likes,0.00641922686831598
copied,0.003851536120989588
Neither,0.007703072241979176
downright,0.00641922686831598
commanding,0.001283845373663196
suits,0.003851536120989588
figure,0.011554608362968764
copying,0.001283845373663196
sufferable,0.001283845373663196
On,0.01925768060494794
contrary,0.008986917615642373
model,0.005135381494652784
seems,0.030812288967916705
grown,0.008986917615642373
design,0.005135381494652784
ingratiating,0.001283845373663196
softness,0.003851536120989588
strikes,0.003851536120989588
softer,0.003851536120989588
Did,0.02182537135227433
repeated,0.02182537135227433
personal,0.008986917615642373
praise,0.03979920658355908
justice,0.030812288967916705
blushed,0.008986917615642373
fixed,0.02567690747326392
driving,0.005135381494652784
palpably,0.003851536120989588
probable,0.007703072241979176
feared,0.014122299110295156
predict,0.002567690747326392
equalled,0.002567690747326392
date,0.002567690747326392
plan,0.032096134341579895
entered,0.030812288967916705
brain,0.008986917615642373
expediency,0.003851536120989588
low,0.02182537135227433
fairly,0.011554608362968764
doubtful,0.011554608362968764
sufficient,0.011554608362968764
vicarage,0.00641922686831598
deficiency,0.005135381494652784
meetings,0.007703072241979176
foundation,0.003851536120989588
weight,0.005135381494652784
efficacy,0.001283845373663196
fastidious,0.001283845373663196
feature,0.00641922686831598
dispense,0.002567690747326392
riding,0.001283845373663196
conquered,0.002567690747326392
V,0.003851536120989588
supplying,0.003851536120989588
quarrels,0.001283845373663196
Perhaps,0.023109216725937527
fight,0.001283845373663196
battle,0.001283845373663196
yesterday,0.034663825088906294
agreeing,0.005135381494652784
associate,0.003851536120989588
judge,0.030812288967916705
value,0.01925768060494794
feels,0.01283845373663196
sex,0.00641922686831598
objection,0.016689989857621546
hand,0.06675995943048618
wants,0.01283845373663196
informed,0.002567690747326392
inducement,0.005135381494652784
twelve,0.008986917615642373
lists,0.002567690747326392
regularly,0.003851536120989588
neatly,0.001283845373663196
arranged,0.015406144483958353
alphabetically,0.001283845373663196
rule,0.01283845373663196
list,0.002567690747326392
drew,0.007703072241979176
fourteen,0.001283845373663196
preserved,0.005135381494652784
expecting,0.016689989857621546
steady,0.014122299110295156
reading,0.01925768060494794
submit,0.003851536120989588
requiring,0.002567690747326392
industry,0.001283845373663196
patience,0.014122299110295156
subjection,0.002567690747326392
failed,0.011554608362968764
stimulate,0.001283845373663196
affirm,0.001283845373663196
persuade,0.017973835231284745
omitting,0.001283845373663196
refresh,0.003851536120989588
memory,0.01283845373663196
feelingly,0.003851536120989588
moment,0.15149375409225713
added,0.04750227882553825
charm,0.01283845373663196
senses,0.005135381494652784
spoiled,0.005135381494652784
cleverest,0.001283845373663196
ten,0.03594767046256949
puzzled,0.003851536120989588
assured,0.01925768060494794
slow,0.007703072241979176
diffident,0.002567690747326392
cope,0.001283845373663196
inherits,0.001283845373663196
dependent,0.003851536120989588
preparing,0.00641922686831598
receiving,0.017973835231284745
material,0.014122299110295156
matrimonial,0.002567690747326392
point,0.06547611405682299
submitting,0.002567690747326392
Thank,0.020541525978611135
Why,0.028244598220590313
borne,0.014122299110295156
despair,0.00641922686831598
grow,0.01283845373663196
cross,0.01283845373663196
wantonness,0.001283845373663196
plague,0.002567690747326392
vexation,0.007703072241979176
quarter,0.02952844359425351
possibilities,0.001283845373663196
pretend,0.01283845373663196
genius,0.002567690747326392
foretelling,0.001283845373663196
flatterer,0.002567690747326392
worse,0.032096134341579895
undesigned,0.001283845373663196
ignorance,0.005135381494652784
hourly,0.001283845373663196
flattery,0.005135381494652784
learn,0.00641922686831598
presenting,0.002567690747326392
inferiority,0.00641922686831598
venture,0.015406144483958353
gain,0.005135381494652784
places,0.014122299110295156
belongs,0.002567690747326392
uncomfortable,0.00641922686831598
mistaken,0.028244598220590313
doctrines,0.001283845373663196
tend,0.001283845373663196
adapt,0.002567690747326392
rationally,0.002567690747326392
varieties,0.002567690747326392
polish,0.001283845373663196
anxious,0.03851536120989588
lament,0.00641922686831598
Very,0.06547611405682299
attempt,0.02567690747326392
deny,0.007703072241979176
Pretty,0.002567690747326392
Can,0.023109216725937527
seldom,0.016689989857621546
hazle,0.002567690747326392
brilliant,0.007703072241979176
open,0.04750227882553825
countenance,0.02182537135227433
complexion,0.015406144483958353
oh,0.010270762989305567
height,0.007703072241979176
size,0.015406144483958353
firm,0.005135381494652784
upright,0.008986917615642373
glance,0.014122299110295156
hears,0.005135381494652784
gives,0.02182537135227433
loveliness,0.003851536120989588
add,0.014122299110295156
personally,0.001283845373663196
Considering,0.003851536120989588
appears,0.016689989857621546
lies,0.002567690747326392
dread,0.011554608362968764
equally,0.023109216725937527
stout,0.002567690747326392
confidence,0.02182537135227433
kinder,0.00641922686831598
truer,0.003851536120989588
qualities,0.00641922686831598
lead,0.014122299110295156
lasting,0.00641922686831598
blunder,0.008986917615642373
errs,0.001283845373663196
angel,0.00641922686831598
spleen,0.001283845373663196
brings,0.005135381494652784
John,0.11426223825602444
blind,0.016689989857621546
frightened,0.015406144483958353
unjust,0.007703072241979176
unkind,0.001283845373663196
excuse,0.032096134341579895
liberty,0.011554608362968764
consider,0.046218433451875054
somewhat,0.005135381494652784
hinting,0.001283845373663196
arise,0.008986917615642373
discussion,0.00641922686831598
supposing,0.010270762989305567
inconvenience,0.01283845373663196
apprehended,0.003851536120989588
accountable,0.001283845373663196
approves,0.001283845373663196
province,0.001283845373663196
advice,0.017973835231284745
remains,0.00641922686831598
fate,0.007703072241979176
alarmed,0.008986917615642373
Be,0.00641922686831598
outcry,0.001283845373663196
sincere,0.00641922686831598
excited,0.007703072241979176
anxiety,0.024393062099600724
gently,0.001283845373663196
declares,0.003851536120989588
cared,0.014122299110295156
hereabouts,0.002567690747326392
tempt,0.005135381494652784
creating,0.007703072241979176
slight,0.02182537135227433
state,0.07189534092513898
assure,0.07574687704612856
Part,0.005135381494652784
conceal,0.011554608362968764
respecting,0.002567690747326392
destiny,0.008986917615642373
suspected,0.016689989857621546
transition,0.003851536120989588
weather,0.050069969572864644
surmise,0.005135381494652784
VI,0.003851536120989588
direction,0.007703072241979176
decidedly,0.015406144483958353
hesitation,0.011554608362968764
following,0.017973835231284745
assurance,0.010270762989305567
hints,0.007703072241979176
confident,0.003851536120989588
fairest,0.002567690747326392
falling,0.011554608362968764
scruple,0.014122299110295156
praised,0.00641922686831598
warmly,0.02182537135227433
wanting,0.042366897330885465
perception,0.005135381494652784
striking,0.005135381494652784
improvement,0.01283845373663196
least,0.10784301138770847
proofs,0.005135381494652784
growing,0.02182537135227433
graceful,0.005135381494652784
attractions,0.001283845373663196
infinitely,0.017973835231284745
drawing,0.017973835231284745
grace,0.010270762989305567
artlessness,0.001283845373663196
admissible,0.002567690747326392
contradict,0.002567690747326392
gallant,0.014122299110295156
decision,0.010270762989305567
points,0.014122299110295156
Exactly,0.008986917615642373
principally,0.00641922686831598
superadded,0.001283845373663196
Skilful,0.001283845373663196
Great,0.001283845373663196
sighing,0.00641922686831598
animation,0.007703072241979176
lover,0.00641922686831598
seconded,0.001283845373663196
sudden,0.02567690747326392
likeness,0.026960752846927116
leaving,0.01283845373663196
room,0.10655916601404528
stopt,0.011554608362968764
naivete,0.005135381494652784
sooner,0.015406144483958353
exclaimed,0.015406144483958353
exquisite,0.010270762989305567
possession,0.00641922686831598
passion,0.010270762989305567
likenesses,0.002567690747326392
attempted,0.007703072241979176
tolerable,0.011554608362968764
disgust,0.00641922686831598
delight,0.02567690747326392
Let,0.03337997971524309
entreat,0.014122299110295156
charming,0.03723151583623269
drawings,0.005135381494652784
Is,0.02567690747326392
landscapes,0.001283845373663196
flowers,0.001283845373663196
inimitable,0.003851536120989588
raptures,0.00641922686831598
Keep,0.001283845373663196
try,0.026960752846927116
delicate,0.01283845373663196
difficult,0.008986917615642373
peculiarity,0.001283845373663196
lines,0.023109216725937527
mouth,0.00641922686831598
use,0.04878612419920145
words,0.06290842330949661
answering,0.00641922686831598
persuaded,0.03979920658355908
proposal,0.01283845373663196
stand,0.026960752846927116
earnest,0.010270762989305567
pressing,0.007703072241979176
produced,0.017973835231284745
portfolio,0.001283845373663196
containing,0.00641922686831598
portraits,0.001283845373663196
finished,0.015406144483958353
decide,0.00641922686831598
beginnings,0.001283845373663196
displayed,0.002567690747326392
Miniatures,0.001283845373663196
pencil,0.00641922686831598
crayon,0.001283845373663196
turn,0.03594767046256949
progress,0.011554608362968764
music,0.030812288967916705
labour,0.005135381494652784
sang,0.003851536120989588
steadiness,0.005135381494652784
approached,0.00641922686831598
excellence,0.00641922686831598
deceived,0.011554608362968764
skill,0.007703072241979176
artist,0.002567690747326392
musician,0.002567690747326392
reputation,0.001283845373663196
accomplishment,0.002567690747326392
higher,0.01283845373663196
deserved,0.01283845373663196
spirited,0.003851536120989588
companions,0.014122299110295156
ecstasies,0.001283845373663196
pleases,0.003851536120989588
performances,0.001283845373663196
capital,0.003851536120989588
variety,0.00641922686831598
faces,0.003851536120989588
study,0.00641922686831598
sitting,0.04750227882553825
stealth,0.001283845373663196
kindest,0.003851536120989588
unlike,0.00641922686831598
Then,0.024393062099600724
Henry,0.028244598220590313
Bella,0.003851536120989588
sheet,0.001283845373663196
eager,0.024393062099600724
refuse,0.01925768060494794
coarser,0.001283845373663196
featured,0.001283845373663196
mama,0.002567690747326392
Here,0.026960752846927116
sketch,0.003851536120989588
fourth,0.001283845373663196
baby,0.007703072241979176
sleeping,0.00641922686831598
sofa,0.00641922686831598
cockade,0.001283845373663196
nestled,0.001283845373663196
conveniently,0.002567690747326392
George,0.007703072241979176
corner,0.008986917615642373
unclosing,0.001283845373663196
pet,0.001283845373663196
vowed,0.001283845373663196
provoked,0.003851536120989588
agreed,0.02567690747326392
flattering,0.005135381494652784
trouble,0.01925768060494794
persuading,0.00641922686831598
finish,0.005135381494652784
apologised,0.001283845373663196
unfavourable,0.002567690747326392
forswear,0.001283845373663196
husbands,0.005135381494652784
wives,0.005135381494652784
repeating,0.002567690747326392
consciousness,0.02567690747326392
declaration,0.008986917615642373
wait,0.028244598220590313
portrait,0.001283845373663196
destined,0.005135381494652784
honourable,0.011554608362968764
mantelpiece,0.002567690747326392
blushing,0.005135381494652784
keeping,0.014122299110295156
attitude,0.003851536120989588
presented,0.003851536120989588
mixture,0.010270762989305567
fidgeting,0.001283845373663196
behind,0.023109216725937527
watching,0.010270762989305567
touch,0.015406144483958353
stationing,0.001283845373663196
gaze,0.003851536120989588
offence,0.007703072241979176
elsewhere,0.002567690747326392
occurred,0.023109216725937527
employ,0.008986917615642373
lessen,0.005135381494652784
irksomeness,0.001283845373663196
listened,0.020541525978611135
peace,0.015406144483958353
smallest,0.02567690747326392
intermission,0.001283845373663196
jump,0.002567690747326392
displeased,0.010270762989305567
encourager,0.001283845373663196
discern,0.003851536120989588
complaisance,0.002567690747326392
throw,0.010270762989305567
considerably,0.005135381494652784
filling,0.001283845373663196
standing,0.028244598220590313
memorial,0.001283845373663196
associations,0.001283845373663196
promising,0.00641922686831598
entreated,0.003851536120989588
permission,0.001283845373663196
attending,0.010270762989305567
party,0.11939761975067723
civilities,0.011554608362968764
courtesies,0.001283845373663196
morrow,0.008986917615642373
accompanied,0.005135381494652784
rapid,0.003851536120989588
continual,0.011554608362968764
defended,0.001283845373663196
criticism,0.001283845373663196
suspecting,0.00641922686831598
addressing,0.011554608362968764
correct,0.005135381494652784
eyebrows,0.002567690747326392
eyelashes,0.001283845373663196
resemblance,0.00641922686831598
effect,0.02182537135227433
shade,0.008986917615642373
tall,0.01283845373663196
Consider,0.005135381494652784
presents,0.002567690747326392
proportions,0.001283845373663196
Proportions,0.001283845373663196
prettily,0.003851536120989588
Just,0.007703072241979176
draws,0.003851536120989588
doors,0.015406144483958353
shawl,0.00641922686831598
shoulders,0.003851536120989588
tree,0.005135381494652784
safe,0.02567690747326392
placing,0.003851536120989588
touched,0.005135381494652784
Any,0.003851536120989588
admirable,0.003851536120989588
framed,0.002567690747326392
depended,0.010270762989305567
doer,0.001283845373663196
commissions,0.001283845373663196
December,0.005135381494652784
stirring,0.001283845373663196
fogs,0.001283845373663196
alert,0.003851536120989588
Might,0.005135381494652784
commission,0.00641922686831598
executing,0.001283845373663196
errand,0.008986917615642373
endure,0.016689989857621546
desired,0.015406144483958353
repetition,0.00641922686831598
entreaties,0.007703072241979176
assurances,0.00641922686831598
frame,0.002567690747326392
directions,0.005135381494652784
pack,0.001283845373663196
ensure,0.002567690747326392
safety,0.01283845373663196
incommoding,0.001283845373663196
mostly,0.001283845373663196
fearful,0.00641922686831598
incommoded,0.002567690747326392
precious,0.010270762989305567
deposit,0.001283845373663196
tender,0.016689989857621546
suit,0.015406144483958353
languish,0.001283845373663196
principal,0.010270762989305567
VII,0.003851536120989588
fresh,0.017973835231284745
services,0.001283845373663196
agitated,0.01283845373663196
hurried,0.010270762989305567
announcing,0.005135381494652784
extraordinary,0.02952844359425351
longing,0.005135381494652784
Half,0.002567690747326392
minute,0.020541525978611135
finding,0.023109216725937527
parcel,0.010270762989305567
besides,0.017973835231284745
songs,0.001283845373663196
lent,0.002567690747326392
copy,0.001283845373663196
contained,0.005135381494652784
direct,0.01283845373663196
wrote,0.024393062099600724
fast,0.016689989857621546
asking,0.01283845373663196
connect,0.002567690747326392
pressed,0.010270762989305567
expectation,0.017973835231284745
grammatical,0.001283845373663196
errors,0.005135381494652784
composition,0.001283845373663196
disgraced,0.003851536120989588
language,0.011554608362968764
sentiments,0.008986917615642373
conveyed,0.01283845373663196
writer,0.005135381494652784
expressed,0.01283845373663196
liberality,0.002567690747326392
propriety,0.008986917615642373
delicacy,0.020541525978611135
paused,0.00641922686831598
anxiously,0.007703072241979176
forced,0.014122299110295156
slowly,0.007703072241979176
helped,0.003851536120989588
express,0.01925768060494794
concise,0.002567690747326392
diffuse,0.001283845373663196
strongly,0.008986917615642373
clearly,0.003851536120989588
takes,0.010270762989305567
pen,0.001283845373663196
Vigorous,0.001283845373663196
certain,0.03337997971524309
returning,0.02182537135227433
speedily,0.00641922686831598
intelligible,0.014122299110295156
unequivocal,0.001283845373663196
doubts,0.007703072241979176
demurs,0.001283845373663196
expressions,0.010270762989305567
inflicting,0.001283845373663196
requires,0.00641922686831598
unbidden,0.001283845373663196
prompted,0.005135381494652784
write,0.030812288967916705
disappointment,0.02182537135227433
Ought,0.001283845373663196
Are,0.010270762989305567
beg,0.014122299110295156
pardon,0.010270762989305567
mistake,0.01925768060494794
misunderstanding,0.001283845373663196
wording,0.001283845373663196
reserve,0.014122299110295156
continued,0.04878612419920145
contemplating,0.001283845373663196
persevered,0.002567690747326392
silence,0.02567690747326392
apprehend,0.003851536120989588
bewitching,0.002567690747326392
powerful,0.00641922686831598
accept,0.014122299110295156
hesitate,0.005135381494652784
duty,0.026960752846927116
thus,0.015406144483958353
hesitating,0.005135381494652784
safer,0.00641922686831598
graciously,0.005135381494652784
prefer,0.007703072241979176
Does,0.00641922686831598
occur,0.01283845373663196
definition,0.002567690747326392
deceive,0.003851536120989588
Instead,0.003851536120989588
confused,0.005135381494652784
thoughtfully,0.001283845373663196
mechanically,0.001283845373663196
twisted,0.001283845373663196
waited,0.007703072241979176
result,0.007703072241979176
impatience,0.00641922686831598
hopes,0.026960752846927116
Perfectly,0.002567690747326392
While,0.02567690747326392
suspense,0.007703072241979176
approving,0.005135381494652784
grieved,0.010270762989305567
wavering,0.002567690747326392
visited,0.00641922686831598
surmised,0.002567690747326392
forcibly,0.002567690747326392
aghast,0.001283845373663196
dreadful,0.020541525978611135
escape,0.016689989857621546
honour,0.034663825088906294
Indeed,0.026960752846927116
severe,0.023109216725937527
pang,0.002567690747326392
killed,0.005135381494652784
banished,0.002567690747326392
conceited,0.005135381494652784
conscience,0.008986917615642373
opposing,0.007703072241979176
censure,0.007703072241979176
natured,0.002567690747326392
visiting,0.008986917615642373
writing,0.014122299110295156
consideration,0.030812288967916705
thank,0.030812288967916705
consolation,0.01283845373663196
offending,0.001283845373663196
cares,0.010270762989305567
advised,0.005135381494652784
protest,0.010270762989305567
formation,0.001283845373663196
sentence,0.005135381494652784
replying,0.002567690747326392
tendency,0.005135381494652784
brace,0.001283845373663196
decisive,0.00641922686831598
ungrateful,0.005135381494652784
sealed,0.001283845373663196
bringing,0.014122299110295156
invited,0.01925768060494794
tone,0.030812288967916705
Nor,0.001283845373663196
refinement,0.002567690747326392
teacher,0.001283845373663196
envy,0.00641922686831598
conquest,0.002567690747326392
appear,0.046218433451875054
dark,0.008986917615642373
attentions,0.03594767046256949
Hitherto,0.001283845373663196
explained,0.003851536120989588
cheering,0.002567690747326392
rejected,0.005135381494652784
softly,0.001283845373663196
absent,0.01283845373663196
original,0.00641922686831598
allowing,0.00641922686831598
Has,0.008986917615642373
modest,0.003851536120989588
mounts,0.001283845373663196
horse,0.008986917615642373
solace,0.002567690747326392
opens,0.001283845373663196
introduces,0.001283845373663196
diffuses,0.001283845373663196
prepossession,0.001283845373663196
suspicious,0.002567690747326392
imaginations,0.002567690747326392
grew,0.01283845373663196
stronger,0.010270762989305567
VIII,0.003851536120989588
slept,0.001283845373663196
gradually,0.01283845373663196
getting,0.020541525978611135
appropriated,0.002567690747326392
judged,0.014122299110295156
safest,0.003851536120989588
previously,0.002567690747326392
defer,0.00641922686831598
induced,0.015406144483958353
civility,0.011554608362968764
ceremony,0.008986917615642373
offering,0.008986917615642373
answers,0.002567690747326392
amusing,0.008986917615642373
contrast,0.00641922686831598
protracted,0.002567690747326392
apologies,0.008986917615642373
hesitations,0.002567690747326392
rude,0.007703072241979176
sun,0.007703072241979176
treat,0.002567690747326392
invalids,0.001283845373663196
privileged,0.002567690747326392
stranger,0.00641922686831598
substitute,0.001283845373663196
entertain,0.005135381494652784
walker,0.001283845373663196
pace,0.00641922686831598
tedious,0.001283845373663196
fetch,0.007703072241979176
greatcoat,0.001283845373663196
instead,0.030812288967916705
likewise,0.005135381494652784
seemingly,0.003851536120989588
inclined,0.007703072241979176
chat,0.00641922686831598
voluntary,0.003851536120989588
depends,0.008986917615642373
Come,0.016689989857621546
improved,0.005135381494652784
cured,0.003851536120989588
giggle,0.001283845373663196
bestow,0.002567690747326392
overpower,0.002567690747326392
Almost,0.001283845373663196
intended,0.020541525978611135
Something,0.010270762989305567
delay,0.024393062099600724
gossips,0.001283845373663196
Tiresome,0.001283845373663196
wretches,0.001283845373663196
tiresome,0.008986917615642373
contradiction,0.003851536120989588
presently,0.02567690747326392
smile,0.056489196441180625
fix,0.011554608362968764
reason,0.05135381494652784
confidant,0.001283845373663196
dropt,0.005135381494652784
hint,0.024393062099600724
adviser,0.001283845373663196
offer,0.024393062099600724
desperately,0.001283845373663196
consult,0.00641922686831598
considers,0.005135381494652784
imprudent,0.00641922686831598
speaks,0.011554608362968764
judging,0.010270762989305567
plans,0.011554608362968764
advising,0.002567690747326392
esteemed,0.003851536120989588
counsellor,0.002567690747326392
detained,0.008986917615642373
wretch,0.002567690747326392
absolutely,0.04108305195722227
inferred,0.005135381494652784
Was,0.016689989857621546
refused,0.01283845373663196
red,0.001283845373663196
indignation,0.008986917615642373
simpleton,0.002567690747326392
foolish,0.011554608362968764
incomprehensible,0.001283845373663196
imagines,0.001283845373663196
Nonsense,0.00641922686831598
madness,0.005135381494652784
clearer,0.003851536120989588
admit,0.01283845373663196
address,0.011554608362968764
loudly,0.003851536120989588
calmer,0.002567690747326392
asperity,0.001283845373663196
infatuation,0.001283845373663196
blinds,0.001283845373663196
claims,0.028244598220590313
relations,0.005135381494652784
simple,0.02182537135227433
experience,0.005135381494652784
wit,0.014122299110295156
avail,0.002567690747326392
tempered,0.001283845373663196
beneath,0.003851536120989588
deserts,0.001283845373663196
helpmate,0.001283845373663196
trust,0.008986917615642373
aright,0.001283845373663196
extreme,0.014122299110295156
crossed,0.007703072241979176
partiality,0.002567690747326392
statement,0.001283845373663196
estimated,0.001283845373663196
richest,0.001283845373663196
sphere,0.001283845373663196
moves,0.002567690747326392
degradation,0.005135381494652784
illegitimacy,0.002567690747326392
legal,0.001283845373663196
level,0.005135381494652784
allowance,0.002567690747326392
grudged,0.001283845373663196
indubitable,0.005135381494652784
Whoever,0.002567690747326392
whoever,0.002567690747326392
shift,0.002567690747326392
move,0.023109216725937527
Till,0.008986917615642373
distaste,0.001283845373663196
ambition,0.001283845373663196
proceeded,0.016689989857621546
disinclined,0.001283845373663196
haphazard,0.001283845373663196
selfish,0.00641922686831598
farthest,0.002567690747326392
reply,0.017973835231284745
assertion,0.001283845373663196
contemptible,0.003851536120989588
represent,0.001283845373663196
slightingly,0.001283845373663196
Waiving,0.001283845373663196
possesses,0.001283845373663196
recommendations,0.007703072241979176
philosophic,0.002567690747326392
fall,0.01283845373663196
minds,0.005135381494652784
certainty,0.01283845373663196
sought,0.007703072241979176
chusing,0.002567690747326392
consequently,0.005135381494652784
nice,0.01283845373663196
comprehending,0.003851536120989588
readiness,0.002567690747326392
highest,0.014122299110295156
possess,0.002567690747326392
abusing,0.002567690747326392
Better,0.008986917615642373
misapply,0.001283845373663196
delights,0.002567690747326392
bewitches,0.001283845373663196
satisfies,0.002567690747326392
pick,0.001283845373663196
wondered,0.005135381494652784
receives,0.002567690747326392
perceive,0.008986917615642373
unfortunate,0.008986917615642373
puff,0.001283845373663196
Vanity,0.002567690747326392
working,0.00641922686831598
weak,0.007703072241979176
produces,0.001283845373663196
mischief,0.00641922686831598
Nothing,0.024393062099600724
expectations,0.005135381494652784
offers,0.00641922686831598
Men,0.005135381494652784
connecting,0.001283845373663196
obscurity,0.003851536120989588
prudent,0.003851536120989588
disgrace,0.002567690747326392
involved,0.00641922686831598
mystery,0.005135381494652784
parentage,0.002567690747326392
revealed,0.002567690747326392
encourage,0.003851536120989588
greatly,0.008986917615642373
teach,0.005135381494652784
desperate,0.002567690747326392
canvassing,0.001283845373663196
angry,0.023109216725937527
application,0.003851536120989588
abide,0.001283845373663196
refusal,0.00641922686831598
tolerate,0.003851536120989588
assistant,0.001283845373663196
altered,0.00641922686831598
errant,0.001283845373663196
sincerity,0.005135381494652784
unconcerned,0.002567690747326392
habitual,0.001283845373663196
opposite,0.008986917615642373
unpleasant,0.016689989857621546
views,0.02182537135227433
secret,0.026960752846927116
projects,0.001283845373663196
laughed,0.017973835231284745
disclaimed,0.001283845373663196
sentimentally,0.002567690747326392
act,0.017973835231284745
unreserved,0.001283845373663196
thousand,0.020541525978611135
pounds,0.005135381494652784
apiece,0.001283845373663196
doings,0.001283845373663196
Good,0.020541525978611135
abruptly,0.00641922686831598
vexed,0.005135381494652784
promoting,0.001283845373663196
sanction,0.005135381494652784
affair,0.007703072241979176
provoking,0.007703072241979176
exceedingly,0.014122299110295156
indistinctness,0.001283845373663196
adversary,0.001283845373663196
materially,0.005135381494652784
cast,0.003851536120989588
adequate,0.001283845373663196
restoratives,0.001283845373663196
staying,0.017973835231284745
uneasy,0.01283845373663196
possibility,0.016689989857621546
pleading,0.002567690747326392
failure,0.002567690747326392
prominent,0.003851536120989588
uneasiness,0.011554608362968764
justify,0.002567690747326392
pretensions,0.002567690747326392
observer,0.002567690747326392
hastily,0.008986917615642373
resentfully,0.001283845373663196
inconsiderate,0.002567690747326392
attentive,0.01283845373663196
otherwise,0.02567690747326392
war,0.001283845373663196
motives,0.007703072241979176
effects,0.00641922686831598
overcoming,0.001283845373663196
prudence,0.00641922686831598
originally,0.001283845373663196
suggest,0.002567690747326392
attend,0.016689989857621546
sick,0.011554608362968764
Clayton,0.001283845373663196
Park,0.001283845373663196
remonstrated,0.001283845373663196
shabby,0.002567690747326392
player,0.002567690747326392
journey,0.015406144483958353
enviable,0.001283845373663196
bearer,0.001283845373663196
conscious,0.014122299110295156
rode,0.003851536120989588
significantly,0.002567690747326392
luckiest,0.003851536120989588
agreeableness,0.002567690747326392
IX,0.003851536120989588
forgiven,0.00641922686831598
proceedings,0.002567690747326392
justified,0.00641922686831598
endeared,0.001283845373663196
Picture,0.001283845373663196
elegantly,0.003851536120989588
sighed,0.002567690747326392
